bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,yr_renovated,lat,long,price
3,3.0,2152,2558,2.5,1,3,1,7,1948,2004,47.312844476254554,-121.83850697958569,1211075
4,2.5,1154,2836,1.5,0,0,4,10,1942,0,47.27771518757305,-121.7137011839227,891446
4,3.0,1416,3585,2.0,0,1,3,5,1999,0,47.13476809413057,-121.91812165210837,950907
4,3.0,3093,6425,1.0,0,1,4,8,1918,0,47.68572243222672,-121.66641968113804,1288540
2,3.0,2317,10048,1.0,0,3,3,8,1965,0,47.1450110716239,-122.23633638693023,1117516
5,2.5,5102,4669,1.0,0,0,4,9,1933,0,47.721155860922075,-122.29012232833121,1751463
3,2.0,3261,4994,1.0,0,0,5,7,2019,1990,47.187825772347644,-121.57367995124203,1193416
3,3.0,3203,5672,1.5,0,1,3,7,1980,0,47.14568321594386,-121.80651912364262,1190604
5,2.5,903,2933,2.0,0,3,4,11,1987,0,47.49410333478649,-121.82847442294178,1143573
6,2.0,2648,1948,2.0,0,4,4,8,1972,0,47.4517092548023,-122.03270476137155,1453397
5,3.5,1760,849,2.0,0,4,3,6,1953,2014,47.44386419818232,-122.12330274070649,1169575
5,3.5,1372,2452,2.0,1,4,4,7,1900,0,47.50215302925098,-121.94430880552136,1348423
4,2.5,1966,7888,2.0,0,0,3,13,2005,1993,47.30093962428341,-122.37943365057833,1309753
4,1.5,2900,2433,2.0,0,0,4,7,1991,1984,47.56406449140073,-122.04528743891689,1315279
2,2.0,2322,3874,2.0,0,0,4,8,1954,1999,47.45168155379503,-122.04463229553451,1091279
3,3.0,1165,7835,2.0,0,0,4,8,1914,0,47.33432042687013,-121.96166348705573,837047
3,3.5,2620,8272,2.5,0,3,4,10,1984,2018,47.678550466886506,-121.8653143856328,1542297
3,2.0,1314,1669,1.0,0,3,3,9,1914,1986,47.60940476742869,-121.54268163401464,995925
4,1.5,2014,13320,1.0,0,0,4,8,2020,2009,47.37552723936123,-121.84783087290825,1191390
4,3.5,1553,15174,2.0,0,1,5,4,1922,0,47.69333244966021,-121.61627484804659,948595
2,2.0,1620,1587,1.0,0,3,5,10,2016,1998,47.74418077507824,-121.94369613853084,1388301
3,2.5,2652,2156,2.5,0,1,4,8,1965,2002,47.47580638695905,-121.87307211737252,1205226
4,4.0,1074,16172,2.5,1,0,3,11,1945,0,47.250466715109845,-122.43016304689043,1345521
2,1.5,4781,4243,1.0,0,1,5,8,1999,0,47.74105450958289,-122.36673627711558,1768562
5,2.5,727,533,1.0,0,0,3,9,2013,1990,47.23263573406686,-121.92032956480246,932604
4,1.5,1340,1212,2.0,0,1,4,5,1908,0,47.133896258492086,-122.10428713004197,662429
4,2.0,2175,3830,2.0,0,1,3,9,1965,1998,47.32924090621119,-121.7011894801345,1061326
4,3.0,2421,1536,1.5,0,0,5,7,1965,0,47.608876441122725,-121.95682212512583,1221116
5,2.0,1719,3250,2.0,0,4,4,7,1917,0,47.746291860447485,-121.61770896104866,1123312
3,4.0,1756,5076,2.0,0,1,4,6,1916,1991,47.546099952770106,-121.5276683215377,890382
4,2.5,2220,21210,1.5,0,1,2,6,2004,0,47.76628698287666,-122.35236481487851,1313938
4,2.0,1610,3675,1.0,0,4,4,7,1971,2021,47.16465958749313,-122.10517224834437,1104811
3,2.0,3628,14364,2.0,0,0,4,7,1997,2011,47.14252761071162,-121.83501897476197,1252807
5,2.0,2750,20511,1.0,0,0,4,10,1933,1987,47.52293436552056,-122.19451124459965,1431538
5,2.0,2797,20626,2.5,0,3,3,7,1968,2006,47.776281425744926,-122.23296766227851,1488924
4,1.5,1115,6533,2.0,1,0,4,9,1963,2013,47.451904916268305,-121.68626143937117,1163623
5,2.0,1737,690,2.0,0,2,3,6,1943,0,47.13606065815752,-121.51962153094125,823623
5,2.5,1555,7791,2.5,0,0,4,8,1928,2009,47.254853059254216,-121.72619666875252,895677
4,3.0,1093,14022,2.5,0,0,3,8,1961,0,47.27135503449104,-121.97632337719588,898635
5,2.5,2164,4532,1.5,0,1,3,12,1991,0,47.336499990395865,-122.05748876805468,1358419
4,3.0,1381,28129,1.0,0,0,3,10,1915,1980,47.13052236851035,-121.96035227946963,942722
4,1.0,2509,11612,2.0,0,2,3,8,1977,1996,47.73342489034854,-122.03716029781226,1246147
4,2.0,1058,8675,2.0,0,1,2,9,1951,0,47.46089476130505,-121.99711194321434,921256
5,2.5,4270,14565,1.0,1,4,5,7,1901,0,47.56965155506788,-122.29654694947077,1934169
3,2.5,1154,6859,3.0,0,2,4,8,2019,1985,47.14702098582651,-121.59625805069068,931931
5,1.0,2017,406,1.0,0,0,3,6,2003,0,47.13788082746255,-121.74546499847673,869910
5,3.0,2686,2983,1.0,0,3,4,7,1960,2002,47.51052744042838,-121.81902257730678,1323547
2,3.0,1359,16271,1.0,0,1,4,7,1903,1989,47.721107207352944,-121.55007502902552,916660
5,2.5,2768,2191,2.0,0,2,5,9,1951,0,47.46993740067168,-122.21560566808716,1382414
3,1.5,977,3930,2.0,0,3,3,8,1940,0,47.714473420799045,-122.41884058910638,1047706
3,3.0,3737,1728,1.5,0,1,3,9,1951,1987,47.66769389113867,-121.67386133964467,1487121
4,2.5,1820,29258,1.5,0,1,5,8,1930,0,47.153097650056445,-121.50158303635075,882301
3,3.0,1341,26409,1.5,0,1,3,6,1925,0,47.24137023206998,-121.9215675619798,765028
5,3.0,1556,2030,2.0,0,0,2,9,1926,0,47.56039746840874,-122.44119061208731,1063775
5,3.0,2709,5694,1.0,0,0,3,10,2020,0,47.41045096778503,-121.71953195984506,1365296
4,2.5,1349,2488,3.0,0,1,2,11,1950,0,47.30348986955284,-122.42625095115416,1037157
2,1.5,1243,9090,1.0,1,0,5,8,1997,0,47.39304369923359,-121.95998601374072,1194286
3,2.5,1618,8181,3.0,0,0,3,9,1994,2000,47.41163975238944,-122.22246752578947,1171813
4,2.5,1003,11066,1.0,0,0,5,9,1947,1982,47.737386575575115,-121.5849732194076,1060142
6,3.0,4492,6849,2.0,0,1,5,6,1910,2007,47.17242079859347,-122.04866878674052,1500077
4,2.0,1362,92540,1.0,0,0,4,6,1907,0,47.295811522765334,-121.60153665152144,700018
3,2.0,2740,1758,1.0,0,2,2,6,1911,0,47.4762953716079,-122.20091891474543,1191168
4,3.5,2007,888,2.5,0,0,2,7,1998,1985,47.58880084864141,-122.11263741617864,1318438
4,3.0,1105,3317,2.5,0,1,4,8,1944,1992,47.54144610227147,-121.55288081175291,941329
5,3.5,1802,1024,2.0,0,1,3,13,1933,1994,47.75914991641617,-122.29868554906837,1360879
3,3.0,2675,1104,2.0,0,2,4,8,1976,1997,47.656926247373626,-121.92149884834886,1449399
5,2.5,1645,1805,2.0,1,0,3,9,1990,1989,47.4899537893821,-122.11148967143988,1362135
4,2.5,3283,1954,2.5,0,4,5,9,1971,0,47.25027788417145,-121.72583311493128,1430072
6,3.5,3013,1891,1.5,0,4,4,7,1946,1994,47.41561196198157,-122.37070362882864,1413002
3,2.5,2862,8252,2.0,0,3,4,5,2019,1997,47.585367570936135,-122.06278503099533,1457058
4,2.5,1436,2962,2.0,0,4,5,8,1920,2023,47.68657352238526,-121.80106737315474,1031339
6,2.0,1053,4107,1.5,0,1,3,9,1940,1994,47.77181535709567,-122.09298376499385,1144674
3,2.5,1330,12018,2.5,0,1,3,13,1974,1993,47.52381693629654,-122.44146826072462,1363737
6,3.0,1994,2283,1.0,0,2,3,7,1921,0,47.468843557113104,-121.79488773866466,1182195
4,2.0,2375,3772,1.0,0,2,3,10,1920,2011,47.112384346184804,-121.99680167231502,1042444
2,2.0,610,7085,2.0,0,3,4,8,1927,2023,47.150469348405124,-122.4886913133199,734059
3,2.0,1800,705,2.0,0,2,3,9,1966,2002,47.20927349834618,-121.88734410477163,1014759
4,2.0,1956,452,1.0,0,4,3,8,1970,1986,47.13833195183274,-121.58011897747122,1129557
2,2.0,1573,6947,1.5,0,0,5,5,1913,0,47.38060426716345,-122.38897405178831,881856
4,2.0,3448,8038,3.0,0,3,3,6,1978,1997,47.33581498159721,-121.90932876499083,1402008
3,3.5,2232,38724,1.0,0,2,4,5,1972,1995,47.54614791050788,-121.77133111823737,1179204
4,2.5,3481,5756,2.0,0,2,2,8,1951,2002,47.474965575553384,-122.42922632985969,1586003
2,2.0,1622,11156,2.0,0,0,3,9,1942,0,47.5171795315715,-122.47738454183582,1018819
5,1.5,2889,4042,2.0,1,2,4,7,1970,1990,47.43038404205636,-122.03580413335506,1533107
6,2.5,4095,6615,3.0,0,3,5,8,1975,0,47.29441600398798,-121.70881331276564,1554790
6,2.0,3483,26036,2.0,0,0,3,7,1918,2000,47.766977720462535,-122.33928058990067,1435573
4,3.0,1047,587,2.0,0,1,2,9,1926,0,47.160486411832096,-121.66336272778507,774132
3,2.5,1592,7432,2.0,0,0,3,9,1917,1993,47.75722369962571,-121.8434227445764,1047989
5,3.0,1521,41588,2.0,1,4,3,9,1912,0,47.31786663280531,-122.16782671221151,1355786
2,2.0,2309,6516,2.0,0,1,3,8,2006,0,47.45886301175711,-121.98417420150756,1239344
2,2.5,2548,25605,2.5,0,0,4,7,1900,1988,47.17618962597928,-121.53442502027326,829967
3,2.0,1188,2619,1.5,0,0,2,10,2001,0,47.14965174785971,-122.28356302936766,975134
4,3.5,1870,4759,1.5,0,2,4,7,1984,1990,47.400681814103024,-122.00046460225596,1193974
5,2.5,658,5082,1.0,0,0,4,7,1933,2016,47.61918816346577,-121.87551344389237,749008
4,2.0,3718,535,1.0,0,1,3,7,1912,2020,47.288555344283985,-122.36198539452434,1287105
3,2.0,1399,1528,1.0,0,4,1,9,2008,0,47.49364352225472,-122.4564779113767,1297491
3,2.0,1859,1641,2.5,0,3,5,9,2014,2005,47.295055238365975,-122.48654004706853,1299711
6,2.5,1548,11182,2.0,0,0,3,9,2004,0,47.37202914262513,-122.17530714339999,1277550
3,2.0,3206,11756,2.0,0,4,4,8,1950,2014,47.73451242293167,-122.42605270551513,1571585
4,2.5,437,6795,2.0,0,2,3,6,1986,2003,47.69908773784644,-121.69623004745888,865980
3,2.0,1793,11204,2.5,0,0,4,11,1900,0,47.46121228039234,-121.50268047283825,908643
5,2.5,1714,4170,2.0,0,0,3,8,1986,0,47.26667393923046,-122.43869617826553,1192352
4,3.0,1441,16349,2.5,0,0,3,8,2020,0,47.235228738913115,-122.06727372406657,1028799
3,3.0,4286,4958,1.5,0,3,2,8,1927,2002,47.767861147125,-122.47426787701743,1706883
2,3.0,1160,5207,3.0,0,0,3,7,2022,0,47.24190161755748,-122.36600910924274,1029423
4,2.0,2659,3768,2.0,0,0,5,6,1931,1993,47.66571781763878,-122.17707743908933,1219607
4,1.5,2160,9744,1.5,0,2,4,8,1971,1985,47.358279146674874,-122.10630178694235,1163595
3,2.5,3397,3225,2.0,0,1,3,7,1954,2021,47.789961893290766,-121.56021705357136,1384942
6,2.0,1295,13048,2.0,0,2,4,7,1925,2017,47.35770901825395,-122.1041631912431,983826
3,2.0,1253,1584,1.0,0,2,5,10,1913,0,47.34606163743751,-122.0037223409426,889919
3,1.0,3127,1637,2.0,0,0,4,8,1987,1996,47.54622454021433,-122.25441663172613,1415053
6,2.0,2236,9773,1.5,0,3,3,8,2011,2007,47.77306176463877,-122.49987486124343,1525700
3,1.0,835,4498,1.0,0,0,5,9,1992,2014,47.7833467240575,-121.60066554326687,970623
4,3.5,1380,3121,3.0,0,1,3,12,1967,0,47.59504430252689,-122.41828524296369,1326629
3,2.0,2193,11968,2.0,0,1,4,6,1962,0,47.62822445594544,-121.53575115896378,1030975
3,2.5,2748,2677,2.5,0,0,4,10,1981,0,47.49438152318112,-122.36915589589974,1435673
6,1.0,1287,4023,2.0,0,4,5,8,1913,0,47.62904301739263,-121.89512151924956,1045449
3,2.5,421,19914,1.5,0,1,5,6,1926,0,47.701845758479344,-121.50058941214337,692203
5,2.0,2348,22905,2.0,0,0,5,7,1940,0,47.440266712236514,-122.36153540393032,1235236
3,3.5,982,23680,2.0,0,4,1,8,2010,1991,47.53390358398107,-122.07605691506018,1172103
3,3.5,659,3706,3.0,0,1,5,9,1902,0,47.476121686663134,-121.71957633102852,768052
2,2.0,438,16826,1.5,0,2,2,7,1993,1991,47.49372942947007,-122.46780985015003,917066
4,3.5,2716,1902,2.5,0,1,3,8,1958,0,47.72303353691176,-121.81021724885996,1360905
3,4.0,1928,1984,3.0,0,3,4,9,1999,2011,47.3489317811439,-122.4196266621092,1308362
5,3.0,1615,468,2.0,0,0,4,8,1922,2018,47.24572881792044,-122.26347985772678,1065654
4,3.0,3621,26183,3.0,0,0,4,10,1917,1986,47.41939607719154,-122.33992383750665,1532057
6,2.0,2486,2071,1.5,0,1,4,10,2009,2012,47.245659633336885,-121.59266356835306,1319077
3,2.5,4056,4330,3.0,0,0,5,8,2010,0,47.44888029796341,-122.31954328321832,1610171
5,1.5,901,1977,2.0,0,2,3,12,2003,2004,47.73245567374994,-122.45956590448485,1340498
5,1.5,1777,9849,1.0,0,0,3,6,2023,0,47.532203464337734,-121.91237432155224,1149529
5,4.0,805,3375,3.0,0,0,5,4,1973,0,47.69880299731215,-122.1538190745903,996244
5,2.0,1612,1332,2.0,0,0,2,8,2019,0,47.216333643730856,-122.09429377935864,1079165
5,3.0,1596,7643,2.0,0,2,4,8,1975,1983,47.73061151477602,-122.38093725513745,1397720
4,3.0,2473,1171,2.0,0,3,4,9,2016,0,47.52125101508498,-121.7517655085668,1517827
3,3.5,1849,2127,1.0,0,0,4,8,1940,1988,47.12223185211834,-121.89844635035648,888760
2,4.0,2469,597,2.0,0,1,4,6,1907,0,47.54318326869952,-122.13578295525171,1151112
6,2.0,2570,1183,2.5,1,0,3,7,1931,2010,47.76597786938264,-122.32842505623687,1581238
4,1.0,5310,5875,1.0,1,1,5,10,1980,1988,47.15541690033275,-121.90654826082944,1982320
5,2.0,1544,689,1.5,0,0,3,10,1940,0,47.5077192913287,-121.72140272049262,1048397
4,1.5,1129,1117,1.0,0,1,3,9,1944,0,47.740835022008795,-122.1876027161328,1038739
3,1.0,2044,4903,2.0,0,1,2,9,1977,2009,47.10678661783406,-122.4741396164614,1014855
3,2.0,1210,2853,2.0,0,3,4,8,2000,0,47.54163904852607,-122.28565601524701,1287504
4,3.0,3793,36027,2.0,0,0,4,7,1908,0,47.432431604281675,-121.81760218110718,1209136
3,2.5,1569,30757,3.0,0,2,5,8,2020,1989,47.342892523054026,-121.51090362254308,1203486
3,2.0,1362,2063,2.0,1,1,4,9,2021,0,47.53927554296176,-122.48662376059123,1493673
4,2.5,1428,8579,1.5,0,4,4,8,1989,0,47.136891466211196,-122.1938464378679,1220056
2,2.0,2589,10397,3.0,0,0,5,4,1947,0,47.62714413240118,-122.43797912955117,1120005
4,1.0,1670,2704,2.0,0,0,4,12,2014,0,47.1031356338438,-122.18365071223697,1213958
3,3.0,1311,1101,2.0,0,3,4,10,1923,0,47.31485502065465,-122.09408565687258,1087992
5,2.5,4157,4854,2.0,0,0,4,7,1986,0,47.452771046379276,-121.57913790805374,1441993
3,3.0,1178,4134,3.0,0,0,3,8,1994,0,47.36391557539659,-122.41943920059502,1043836
4,1.0,1840,3178,2.0,0,0,4,11,2002,0,47.315233154643906,-121.72286594693423,1126053
2,3.0,2505,7648,1.5,0,3,3,6,1943,2020,47.681584601827666,-122.10446560393703,1279194
2,2.5,799,2319,2.0,0,0,4,8,1957,1983,47.75438280199033,-121.68873715033307,887022
3,2.5,2298,1553,1.0,0,3,4,8,1965,2003,47.71159887943412,-121.98659781467438,1356917
4,2.5,1066,5481,1.5,0,1,5,8,2013,0,47.465701919135,-122.46071796115659,1127904
4,3.5,2728,7229,2.0,0,0,5,10,1917,0,47.718914922635435,-121.55379411528516,1227377
3,2.5,1117,1515,1.0,0,1,4,8,1979,2005,47.74460309562708,-122.41726593656549,1156062
4,2.5,2556,12432,1.0,0,0,4,5,1928,1987,47.38646687793322,-121.90231649746624,1013945
5,4.0,3142,836,1.0,0,1,3,5,1974,0,47.29841210165381,-121.62233223706649,1178855
5,3.0,2781,2756,2.0,0,2,4,5,1901,0,47.168785644069324,-122.42023020224981,1154828
2,2.0,2050,3797,2.5,0,1,5,8,1977,0,47.43536434473446,-121.94610661158399,1161277
4,3.0,1610,2601,3.0,0,0,5,9,1967,2008,47.76240784430691,-121.67571012447554,1176685
3,2.0,1355,2793,1.5,0,2,5,7,2002,0,47.492635269649256,-121.5136752913542,1038528
3,2.0,3772,31922,2.0,0,3,3,9,1997,1984,47.567293471250316,-121.77567259918598,1531124
6,2.5,1274,2098,3.0,0,2,5,9,2016,1996,47.179018672944295,-122.22166562453671,1161562
3,3.5,1076,56456,1.0,0,3,5,7,2009,2021,47.20046376489958,-121.80042967015459,1069119
4,3.5,2521,7609,2.0,0,0,3,8,1938,2005,47.42513128337177,-121.79423323069236,1092553
4,2.0,1214,5388,2.0,0,3,4,9,1972,0,47.7658853592886,-121.80003398789539,1154402
4,2.5,1124,7912,1.0,1,0,4,8,2003,1995,47.35254924911407,-121.6457395629069,1217385
4,2.0,878,61693,2.5,0,0,4,7,1940,2000,47.71423882892227,-122.41261993748051,1056087
2,4.0,1420,1819,2.5,0,3,5,8,1970,1997,47.184202015398,-122.39158015458456,1124725
3,4.0,1734,1602,1.0,0,4,4,12,2014,2006,47.5319120448536,-121.85938287577444,1601134
4,2.5,2041,2310,1.0,0,2,4,8,1980,2014,47.520429083837364,-121.54611890390181,1184113
2,3.0,2909,5075,1.0,0,0,4,8,2021,0,47.701912325049186,-122.03416136108075,1469510
3,3.0,2353,875,1.5,0,0,4,8,1986,0,47.10232169308343,-121.53943729837432,1090137
2,2.5,1643,5025,2.0,0,1,5,6,2008,2004,47.2329521670383,-121.56191474048384,1000038
2,1.5,1637,26730,2.0,0,3,4,8,1974,0,47.25378133780064,-121.59709026176569,1002811
3,2.5,2333,5718,1.5,0,0,3,7,1921,0,47.76497626166351,-121.59014902513591,1030970
3,2.5,3416,3667,3.0,0,3,3,6,1981,0,47.207585559388924,-121.60168120667201,1318311
4,2.5,1925,2648,1.5,0,0,3,8,1948,2006,47.12587364515439,-121.68011061646082,925979
4,2.0,1430,12070,1.0,0,3,4,4,1927,0,47.474123046319264,-121.80502104139467,857596
5,3.5,1100,2152,1.5,0,4,5,8,1915,1991,47.46999092370358,-122.47559182140739,1243290
3,2.0,877,31144,2.0,0,1,3,6,2005,0,47.6908328757575,-122.36774640784395,1053141
3,2.5,2522,33974,2.0,0,0,3,5,1967,0,47.76420175512446,-122.36576794546853,1177126
3,2.5,2413,6353,1.5,0,3,3,10,1961,0,47.47698180949809,-122.47645971572041,1365095
4,2.5,2413,4858,1.0,1,1,4,11,1935,0,47.75099592769376,-122.38329823157636,1772579
4,2.5,1695,13775,2.5,1,2,5,7,1921,2008,47.60761140590988,-121.58025356643289,1249290
2,2.0,3653,14688,3.0,0,1,4,8,1910,2010,47.28519138959691,-121.83619571308921,1241174
6,2.0,1419,2195,1.5,0,0,4,7,1984,2000,47.74989449766075,-122.18792698170458,1185420
2,2.5,2915,2902,1.5,0,3,4,8,2020,0,47.56721022332731,-121.70663998776332,1489306
4,2.5,1773,1309,2.0,0,0,2,8,2003,0,47.38986715291984,-122.01163051304515,1191935
4,2.0,1333,7398,2.0,0,4,4,7,2004,0,47.57616945916185,-122.35787296308412,1324337
5,3.0,2431,9572,1.5,0,0,4,9,1979,0,47.38091897942063,-121.61549791877351,1263968
4,2.5,2219,1274,3.0,0,2,4,6,1941,0,47.17992863759157,-122.16133805376353,1052255
5,2.5,2161,3117,2.0,0,0,5,5,1954,1998,47.60328512302383,-121.80114076947011,1047407
3,3.0,1883,1277,2.0,0,0,4,9,1972,0,47.67686132851952,-122.20940583950039,1358382
5,2.0,1774,2000,2.0,0,0,4,9,1934,0,47.61016433931357,-121.9999287493262,1103266
2,1.0,5968,8527,3.0,0,2,5,8,1956,2016,47.260380267429674,-121.68374728846959,1701581
5,3.0,3268,2360,2.0,0,1,5,8,1933,0,47.76964450943433,-122.34322265357564,1546056
4,2.5,2595,3637,1.0,0,3,4,8,1972,2018,47.117678193183814,-121.52274860476072,1196888
5,2.5,1911,965,1.5,0,0,3,8,1976,2023,47.33287970816295,-122.42978407713927,1237450
4,3.0,2991,5925,2.0,0,2,4,8,1969,0,47.282064704174424,-121.9659910902595,1372878
4,3.0,2342,4701,1.5,0,2,4,8,1903,0,47.1336883593304,-121.58397448064805,929766
4,4.0,1831,2370,2.0,0,0,2,8,2023,2003,47.384010785092066,-121.55430611511747,1095947
4,2.5,1553,4068,2.5,0,1,2,9,1945,0,47.53618038811394,-122.26789103712022,1098613
2,2.5,1736,5885,2.0,0,1,2,9,1991,0,47.71778700443957,-122.35601501878519,1292000
2,2.0,370,2175,3.0,0,0,4,8,1910,2002,47.79278280133403,-121.77559699968211,639752
3,2.0,2008,1122,1.5,0,0,4,8,1997,0,47.665662710483076,-122.45802643172377,1298536
3,2.5,1416,29898,2.5,0,2,3,8,1960,0,47.428076363098974,-122.01476103096968,1069582
5,2.0,4009,2609,2.0,0,0,3,8,2021,1989,47.60659309817692,-121.70364477320682,1625262
3,3.5,1825,4461,1.5,0,2,4,8,1934,1997,47.690536652012746,-121.93974527548316,1173118
6,2.5,997,13505,2.0,0,4,3,10,1968,0,47.42571503749308,-122.311986734226,1294934
3,2.5,1763,167553,1.0,1,1,3,9,1956,0,47.64953810381785,-122.01295570053004,1357894
3,2.0,1071,1415,2.0,0,1,4,10,2002,0,47.43785669281901,-121.57872528355111,1072220
5,1.5,2290,7706,2.0,0,0,4,9,1910,0,47.3705471936137,-121.88278702195572,1040199
4,1.0,2091,2422,1.5,1,3,3,12,1911,2000,47.46826358644863,-121.77850937243097,1437779
4,2.0,2918,2867,2.0,0,0,4,9,1942,1996,47.573098316339,-122.16373612033749,1317318
4,1.5,1217,2391,2.0,0,1,3,12,1918,1991,47.608817439423014,-122.31151622483239,1134438
4,2.5,1839,1594,1.0,0,4,4,6,1976,0,47.349715388224475,-122.2443577701004,1151847
3,3.5,913,4715,1.0,0,1,3,5,1967,0,47.49992417608922,-121.9668224062397,905105
6,3.5,2567,1124,2.0,0,2,3,8,1977,0,47.73690961185631,-122.2197798463893,1551142
6,2.5,2343,12667,2.0,0,1,4,13,2007,0,47.78341903007745,-121.9580352125739,1606896
4,2.0,2316,5192,2.5,0,0,4,8,1958,0,47.259073663828765,-121.79220807262382,1054556
3,3.5,1809,7498,3.0,0,2,3,7,1901,0,47.23498181599934,-121.7656041238297,847482
4,3.5,2224,3083,2.0,0,0,3,8,1907,0,47.57367994340005,-122.3353150603389,1086202
2,2.0,4032,3404,2.0,0,2,4,9,1921,1999,47.39027872007641,-121.74956915116614,1397149
2,3.0,1567,6552,2.0,0,0,4,7,2014,2003,47.1169556368927,-121.82731186040765,954437
3,2.0,1937,1534,2.0,0,3,3,9,1976,1982,47.342803309453096,-122.4879948666313,1244847
4,3.0,1050,3435,1.0,0,0,4,12,1920,0,47.66472132043057,-122.44112782491025,1082096
5,4.0,1171,2080,1.5,0,1,3,10,1984,2013,47.658198851268224,-121.85375049813962,1237155
4,1.0,1898,2017,2.0,0,1,4,7,1991,2020,47.44627960417161,-122.11629610043629,1101903
4,3.5,3139,595,1.0,0,1,1,7,1996,0,47.43080455442127,-122.35389600042433,1374378
3,2.5,1590,18757,2.0,1,0,3,8,1928,1995,47.50565520970407,-122.45560344083037,1323533
3,4.0,1606,2473,2.5,0,1,2,8,2000,2008,47.253577697394505,-122.34060165932758,1087485
3,2.5,1475,15730,1.5,0,0,4,6,1985,0,47.468230537423665,-121.54248603567838,932937
6,3.0,1383,14311,2.0,0,1,3,9,2021,0,47.107732452039656,-121.77243435842902,1029147
2,1.5,2095,1358,2.5,0,0,3,7,1989,0,47.43289168834819,-121.9722945790657,961500
5,2.0,855,1655,2.0,0,1,2,10,2022,0,47.335235732375416,-121.55845949994541,1026373
4,1.5,3430,63608,1.5,0,0,3,11,1974,0,47.57240872413256,-121.8808895623184,1444949
3,4.0,1296,28308,1.5,0,4,4,5,1974,2017,47.546847508906836,-121.77435481171933,1028045
4,3.0,2593,4762,2.0,0,1,3,13,2008,1998,47.366585116127965,-122.21734818149413,1577814
4,3.5,958,6357,2.0,0,0,4,9,1997,0,47.105091087035014,-121.9110181564108,965685
5,3.5,2526,2615,1.0,0,1,3,8,1982,1983,47.276591540576476,-122.35652275570216,1221241
6,1.5,2529,7573,1.5,1,3,3,8,2011,1993,47.54334349513241,-122.09551685480223,1760020
3,2.0,2190,2399,2.5,0,0,4,8,2021,0,47.15066134011225,-122.46675967501339,1148218
3,1.5,1099,643,2.0,0,2,5,7,1936,0,47.17534969528342,-122.28337191241732,777036
4,2.0,2048,1310,3.0,0,1,3,9,1977,2014,47.552924517196956,-122.42513137057732,1241259
6,2.0,1000,5019,2.0,0,0,2,6,1928,1981,47.629037180664504,-122.11222118049277,854454
3,2.5,1593,1585,3.0,0,3,4,9,1982,0,47.3250847956089,-121.6569648353615,1123178
4,2.0,3025,4594,1.0,0,0,5,7,1936,0,47.44277114586159,-122.12206589365495,1145897
4,1.5,2692,1677,2.0,0,0,5,4,1920,0,47.76199795548856,-121.66836037400536,970258
4,2.0,1821,2247,1.0,0,3,4,8,1987,0,47.76188049352318,-121.84350168742111,1263824
3,1.5,1110,11535,2.0,0,1,4,8,1989,0,47.3152519421244,-121.99047055336918,908595
4,4.0,2496,6294,2.0,0,3,4,8,2004,1987,47.66699151251196,-122.26310830673867,1599933
6,3.0,1825,4867,1.5,0,1,4,6,2019,0,47.5157608369648,-121.57784390715585,1167238
3,4.0,566,11836,2.5,0,2,4,10,1911,0,47.782839145345264,-122.44579919115796,1132733
3,2.0,2673,7947,2.5,0,3,5,8,1947,0,47.434329498797766,-121.81108698230119,1321893
6,2.0,1786,20880,1.0,0,0,4,6,1982,0,47.64229480761089,-121.87876010719063,1142765
3,3.0,3298,3103,2.0,0,2,4,8,1946,2012,47.63769599073041,-122.05895847774347,1297087
5,2.0,1045,3198,1.5,0,1,4,8,2012,0,47.44820300734315,-122.2596790447074,1110311
4,2.0,369,1337,2.0,0,0,4,5,1993,1992,47.65694108000811,-122.06930406315473,821582
3,2.0,2078,3200,2.5,0,1,4,8,1914,0,47.2827282333149,-121.62722727444658,918221
5,1.5,2091,12897,1.5,0,0,4,10,1966,0,47.185577125403164,-121.66323388974504,961929
3,2.0,776,18033,3.0,0,2,1,9,2012,2001,47.39761462125872,-121.55861875002297,883552
4,2.0,1108,12839,1.0,0,1,3,7,1912,0,47.760541459643505,-122.19220679337475,872321
3,2.5,7169,817,2.0,0,4,4,10,1958,1997,47.45052122574177,-122.11289584163113,2209682
4,1.5,1551,14518,2.0,0,0,4,7,1972,0,47.54468139705285,-122.48127384734013,1068341
3,2.0,2605,781,1.5,0,1,3,11,2023,1984,47.53691371913551,-121.55705000527999,1347453
3,3.0,1305,12065,1.5,0,0,4,6,1912,2000,47.192801007088676,-122.17060990818273,714681
6,1.5,635,3402,2.5,0,1,3,8,1979,1985,47.373207817664046,-122.09583617846701,916239
3,2.0,1660,9922,2.0,0,2,3,8,2014,1986,47.59485728104531,-121.59219538855261,1129476
4,3.5,1583,1296,1.5,0,2,5,7,1977,2003,47.78039306900651,-121.97340156983319,1271552
3,2.0,1480,15853,2.0,0,3,5,9,1971,2019,47.21761241680792,-121.93382545824453,1067764
5,1.5,1707,1135,1.0,0,3,2,9,2017,0,47.38730932323738,-122.32376716184908,1225137
3,2.5,2063,2518,1.0,0,0,4,4,1918,1982,47.16656565986191,-122.00133997918135,733456
6,2.0,1677,1811,2.0,0,0,3,8,1956,0,47.26966352175448,-121.58179139909123,920625
4,2.5,961,850,1.0,1,2,5,8,2019,0,47.3637315403283,-121.94128191189208,1331392
